case_id,input,issue_category,system,meter_type,meter_model,error_code,support_level,missing_information,resolution,resolution_source
27612,"Title: Stella Heights - Delete charges
Tags: CI; PVMS; Software; Stella Heights",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27611,"Title: Stella Heights - Delete charges
Tags: CI; PVMS; Software; Stella Heights",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27610,"Title: Holandya - Updating Serial Number
Tags: CI; Holand; Smart; Software",Software|Communication,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27604,"Title: Jump server - Meter verse migration
Tags: jump; Meterverse; PI; Software",Software,MeterVerse,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27603,"Title: Jump server - Meter verse migration
Tags: jump; Meterverse; PI; Software",Software,MeterVerse,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27602,"Title: Jump server - Meter verse migration
Tags: jump; Meterverse; PI; Software",Software,MeterVerse,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27601,"Title: Jump server - Meter verse migration
Tags: jump; Meterverse; PI; Software",Software,MeterVerse,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27600,"Title: Jump server - Meter verse migration
Tags: jump; Meterverse; PI; Software",Software,MeterVerse,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27599,"Title: Stella Heights - Delete charges
Tags: CI; PVMS; Software; Stella Heights",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27598,"Title: Sun Capital - Troubleshooting Electrical Meters
Tags: CI; Hardware; SEM; Suncapital; W",Hardware,Electric,Electric,Unknown,Unknown,Unknown,Exact meter model | Exact error code or error message,Not available from verified source data.,none
27597,"Title: Sun Capital - Troubleshooting Electrical Meters
Tags: CI; Hardware; SEM; Suncapital; W",Hardware,Electric,Electric,Unknown,Unknown,Unknown,Exact meter model | Exact error code or error message,Not available from verified source data.,none
27596,"Title: Private Sector Meters Maintenance Follow-up
Tags: Hardware; PEM; PI; Private; W",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27595,"Title: 10th of Ramadan - Electrical Meter Maintenance
Tags: CDC; CI; Hardware; SEM; SLA; Utility",Hardware,Electric,Electric,Unknown,Unknown,Unknown,Exact meter model | Exact error code or error message,Not available from verified source data.,none
27594,"Title: New Cairo - Utility Water Meter Maintenance
Tags: Hardware; NUCA; PI; PWM; Utility; W",Hardware,Unknown,Water,Unknown,Unknown,Unknown,System or software involved | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27592,"Title: SDDC - Delete duplicated charge
Tags: CI; SDDC; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27591,"Title: Troubleshoot claims which has problem with cost
Tags: Hardware; PEM; PI",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27590,"Title: Elsewedy E&C- Inquiry about mt800
Tags: Elsewedy E&C; Hardware; PEM; PI",Software|Hardware,Unknown,Unknown,MT800,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact error code or error message,Not available from verified source data.,none
27589,"Title: Elsewedy E&C- Inquiry about water meter specs
Tags: Elsewedy E&C; Hardware; PEM; PI",Software|Hardware,Unknown,Water,Unknown,Unknown,Unknown,System or software involved | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27588,"Title: Fouka Bay- Check Meter Readings
Tags: CI; Fouka; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27587,"Title: Mena Oasis - Maintenance Follow up
Tags: Hardware; Mena Oasis; PI; PWM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27586,"Title: Fouka Bay- Check meter readings after they were reversed in symbiot
Tags: CI; Fouka; Smart; Software",Software,Symbiot,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27585,"Title: New Giza - System Not Working Inquiry
Tags: CI; New giza; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27584,"Title: New Giza - Old Billing System Down
Tags: CI; New giza; Smart; Software",Software,Billing,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27583,"Title: Ecklat - Testing Incoming and Outgoing current on a Meter
Tags: CI; Ecklat; Hardware; PEM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27582,"Title: Epower - Delete charge
Tags: aqua; CI; Epower; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27581,"Title: Korra - Blumar - Daily Charging Report Issue
Tags: CI; Korra; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27580,"Title: Korra - Blumar - Installing Visa Software
Tags: CI; Korra; Software; Visa",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27579,"Title: Korra - Blumar - Database Backup
Tags: Korra; PI; Software; Visa",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27578,"Title: Emaar - Marassi - Changing Meter Status
Tags: CI; Emaar; Marassi; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27576,"Title: Fouka Bay- 2 meter are reversed
Tags: CI; Fouka; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27568,"Title: Elsewedy Utilities - Delete Charge
Tags: CI; Software; Utilities; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27567,"Title: Ora- Aqua System Down
Tags: aqua; Ora; PI; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27566,"Title: Somabay- Connect meter from billing
Tags: CI; Smart; Software; Somabay",Software,Billing,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27565,"Title: Travco - Error while mending card on software
Tags: CI; Software; Travco; Visa",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27564,"Title: Somabay- Symbiot Down
Tags: PI; Smart; Software; Somabay",Software,Symbiot,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27561,"Title: Elsewedy E&C- Error0003 in ME514 meter
Tags: Elsewedy E&C; Hardware; PEM; PI",Hardware,Unknown,Unknown,ME514,0003,Unknown,System or software involved | Meter type: Electric or Water,Not available from verified source data.,none
